ID;Store_ID;Name;TELL;web;اوقات _العمل;MAPLink;Latitude;longtitude;Latitudeandlength
54;3;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/q14fq2nJqahR3TVN8;24.734863;46.663014;24.734863, 46.663014
73;8;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/qJ9HkwQ2FPqPU5Kw9;24.748771;46.773859;24.748771, 46.773859
55;10;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/yV1T4rGzQr7Habvw9;24.742609;46.658752;24.742609, 46.658752
64;12;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/eAtCFRdnkM8TCBvh6;24.819971;46.642334;24.819971, 46.642334
84;16;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/nMnw1C2Sb2JhLfaq8;24.600224;46.696976;24.600224, 46.696976
65;17;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/QNDMDH1JAuRjkTs78;24.797797;46.642186;24.797797, 46.642186
85;18;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/urVfPcuqYAQavEMW9;24.628588;46.708809;24.628588, 46.708809
93;20;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/URyW95UdBd8YXVbj8;24.569493;46.788917;24.569493, 46.788917
101;21;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/anP8wMEciQ1SLpEx9;24.741772;46.826534;24.741772, 46.826534
56;22;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/EAQr7hta8Xn4qRUj9;24.737656;46.661617;24.737656, 46.661617
102;23;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/kUc2G5aDHYeZRR8o7;24.701294;46.802659;24.701294, 46.802659
103;25;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/T7Hg952tvDhoWbgU8;24.684074;46.775352;24.684074, 46.775352
104;26;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/X3FSyvqHGyC86JQZ7;24.727016;46.825452;24.727016, 46.825452
66;27;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/uBfBXqnYVFBCYYZx5;24.648245;46.556482;24.648245, 46.556482
86;28;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/PPnCxLnHKFVz4Awe6;24.589547;46.622919;24.589547, 46.622919
